Date,Open,High,Low,Close,Volume
2020-02-24,13231.38,13236.58,12982.14,13035.24,165148940
2020-02-25,13132.04,13132.04,12778.66,12790.49,129552457
2020-02-26,12682.16,12849.17,12368.05,12774.88,163618876
2020-02-27,12526.6,12593.62,12211.63,12367.46,191240879
2020-02-28,11891.87,12008.59,11724.12,11890.35,274623736
2020-03-02,12030.27,12121.6,11624.63,11857.87,207214106
2020-03-03,12013.06,12272.99,11906.82,11985.39,195936581
2020-03-04,11992.59,12199.82,11929.24,12127.69,147845684
2020-03-05,12191.41,12207.77,11844.88,11944.72,148085992
2020-03-06,11694.56,11769.85,11447.2,11541.87,195038510
2020-03-09,10690.08,10995.22,10556.64,10625.02,303034343
2020-03-10,10724.98,11032.29,10423.9,10475.49,267400777
2020-03-11,10601.85,10761.43,10390.51,10438.68,216708903
2020-03-12,9863.99,9932.56,9139.12,9161.13,390476955
2020-03-13,9480.78,9985.74,9064.68,9232.08,321571982
2020-03-16,8728.48,8967.11,8255.65,8742.25,302202377
2020-03-17,9141.17,9145.93,8423.56,8939.1,219831057
2020-03-18,8613.35,8670.41,8400.18,8441.71,207558917
2020-03-19,8495.94,8668.48,8257.53,8610.43,197661806
2020-03-20,9080.49,9201.07,8838.3,8928.95,275377138
2020-03-23,8536.33,9071.14,8480.28,8741.15,196955328
2020-03-24,9242.06,9700.57,9102.17,9700.57,203840659
2020-03-25,9987.37,10137.62,9460.91,9874.26,204692472
2020-03-26,9621.24,10000.96,9526.17,10000.96,159043548
2020-03-27,9793.5,9886.18,9541.83,9632.52,153649376
2020-03-30,9725.88,9817.51,9453.79,9815.97,130838090
2020-03-31,9970.79,10096.42,9703.88,9935.84,149898492
2020-04-01,9610.67,9686.46,9498.05,9544.75,132862244
2020-04-02,9587.45,9650.27,9337.02,9570.82,143970510
2020-04-03,9535.27,9626.72,9470.2,9525.77,116245349
2020-04-06,9889.03,10097.31,9841.49,10075.17,126427605
2020-04-07,10464.11,10590.41,10225.02,10356.7,149513081
2020-04-08,10301.56,10340.79,10198.22,10332.89,102430717
2020-04-09,10490.65,10649.79,10311.7,10564.74,134477129
2020-04-14,10733.97,10820.17,10658.96,10696.56,106043697
2020-04-15,10678.19,10678.19,10243.11,10279.76,133088517
2020-04-16,10420.26,10438.37,10236.24,10301.54,106131503
2020-04-17,10607.35,10756.78,10542.71,10625.78,143237310
2020-04-20,10704.35,10707.31,10444.55,10675.9,103611138
2020-04-21,10519.44,10524.73,10249.85,10249.85,117447038
2020-04-22,10370.25,10425.02,10321.2,10415.03,92389540
2020-04-23,10437.38,10608.39,10325.11,10513.79,97479659
2020-04-24,10299.31,10486.47,10299.31,10336.09,120035017
2020-04-27,10551.07,10660.36,10523.1,10659.99,122476571
2020-04-28,10658.47,10897.82,10651.58,10795.63,146280906
2020-04-29,10812.74,11125.35,10789.52,11107.74,143532353
2020-04-30,11195.21,11235.57,10839.3,10861.64,162128912
2020-05-04,10543.36,10578.43,10426.06,10466.8,139568727
2020-05-05,10627.07,10736.95,10518.94,10729.46,102664087
2020-05-06,10716.51,10773.86,10598.9,10606.2,94383622
2020-05-07,10640.77,10761.86,10617.23,10759.27,101837535
2020-05-08,10882.44,10918.32,10819.07,10904.48,81795682
2020-05-11,10948.24,10986.22,10740.82,10824.99,87818443
2020-05-12,10777.74,10886.01,10772.58,10819.5,88363245
2020-05-13,10669.99,10698.13,10530.32,10542.66,107169194
2020-05-14,10418.04,10474.08,10160.89,10337.02,133623603
2020-05-15,10470.85,10547.19,10382.54,10465.17,115586629
2020-05-18,10683.86,11089.5,10677.52,11058.87,117494791
2020-05-19,11200.92,11201.18,10936.07,11075.29,125423950
2020-05-20,11029.33,11246.91,10978.57,11223.71,98827181
2020-05-21,11088.12,11194.92,11036.91,11065.93,73570348
2020-05-22,10896.28,11138.15,10867.17,11073.87,85650095
2020-05-25,11186.04,11391.28,11118.12,11391.28,72133528
2020-05-26,11488.99,11544.35,11429.88,11504.65,124580891
2020-05-27,11530.2,11747.2,11519.77,11657.69,167713580
2020-05-28,11746.78,11813.14,11654.83,11781.13,123606112
2020-05-29,11649.37,11729.98,11575.74,11586.85,170079651
